x,f,df
-3.000000000,-0.000017416,-0.000226668
-2.990000000,-0.000019787,-0.000247851
-2.980000000,-0.000022378,-0.000270649
-2.970000000,-0.000025206,-0.000295169
-2.960000000,-0.000028287,-0.000321520
-2.950000000,-0.000031643,-0.000349820
-2.940000000,-0.000035291,-0.000380192
-2.930000000,-0.000039254,-0.000412765
-2.920000000,-0.000043554,-0.000447676
-2.910000000,-0.000048215,-0.000485070
-2.900000000,-0.000053264,-0.000525096
-2.890000000,-0.000058727,-0.000567914
-2.880000000,-0.000064632,-0.000613692
-2.870000000,-0.000071011,-0.000662604
-2.860000000,-0.000077895,-0.000714835
-2.850000000,-0.000085319,-0.000770578
-2.840000000,-0.000093319,-0.000830036
-2.830000000,-0.000101933,-0.000893422
-2.820000000,-0.000111202,-0.000960957
-2.810000000,-0.000121167,-0.001032875
-2.800000000,-0.000131874,-0.001109421
-2.790000000,-0.000143372,-0.001190849
-2.780000000,-0.000155709,-0.001277425
-2.770000000,-0.000168938,-0.001369430
-2.760000000,-0.000183116,-0.001467154
-2.750000000,-0.000198301,-0.001570902
-2.740000000,-0.000214555,-0.001680990
-2.730000000,-0.000231943,-0.001797751
-2.720000000,-0.000250534,-0.001921528
-2.710000000,-0.000270399,-0.002052681
-2.700000000,-0.000291613,-0.002191586
-2.690000000,-0.000314257,-0.002338631
-2.680000000,-0.000338414,-0.002494221
-2.670000000,-0.000364172,-0.002658780
-2.660000000,-0.000391621,-0.002832744
-2.650000000,-0.000420859,-0.003016568
-2.640000000,-0.000451987,-0.003210726
-2.630000000,-0.000485110,-0.003415707
-2.620000000,-0.000520339,-0.003632020
-2.610000000,-0.000557790,-0.003860192
-2.600000000,-0.000597584,-0.004100769
-2.590000000,-0.000639849,-0.004354315
-2.580000000,-0.000684716,-0.004621417
-2.570000000,-0.000732324,-0.004902678
-2.560000000,-0.000782819,-0.005198726
-2.550000000,-0.000836350,-0.005510205
-2.540000000,-0.000893076,-0.005837783
-2.530000000,-0.000953162,-0.006182149
-2.520000000,-0.001016778,-0.006544013
-2.510000000,-0.001084103,-0.006924108
-2.500000000,-0.001155323,-0.007323186
-2.490000000,-0.001230632,-0.007742027
-2.480000000,-0.001310232,-0.008181427
-2.470000000,-0.001394332,-0.008642209
-2.460000000,-0.001483150,-0.009125218
-2.450000000,-0.001576913,-0.009631322
-2.440000000,-0.001675857,-0.010161409
-2.430000000,-0.001780225,-0.010716395
-2.420000000,-0.001890271,-0.011297215
-2.410000000,-0.002006258,-0.011904829
-2.400000000,-0.002128460,-0.012540218
-2.390000000,-0.002257158,-0.013204387
-2.380000000,-0.002392647,-0.013898364
-2.370000000,-0.002535229,-0.014623197
-2.360000000,-0.002685217,-0.015379959
-2.350000000,-0.002842938,-0.016169741
-2.340000000,-0.003008726,-0.016993659
-2.330000000,-0.003182929,-0.017852846
-2.320000000,-0.003365904,-0.018748458
-2.310000000,-0.003558023,-0.019681669
-2.300000000,-0.003759667,-0.020653672
-2.290000000,-0.003971230,-0.021665680
-2.280000000,-0.004193118,-0.022718922
-2.270000000,-0.004425750,-0.023814642
-2.260000000,-0.004669557,-0.024954103
-2.250000000,-0.004924982,-0.026138580
-2.240000000,-0.005192482,-0.027369362
-2.230000000,-0.005472528,-0.028647752
-2.220000000,-0.005765601,-0.029975062
-2.210000000,-0.006072197,-0.031352614
-2.200000000,-0.006392825,-0.032781740
-2.190000000,-0.006728008,-0.034263776
-2.180000000,-0.007078281,-0.035800065
-2.170000000,-0.007444194,-0.037391954
-2.160000000,-0.007826310,-0.039040789
-2.150000000,-0.008225204,-0.040747918
-2.140000000,-0.008641467,-0.042514685
-2.130000000,-0.009075701,-0.044342432
-2.120000000,-0.009528523,-0.046232493
-2.110000000,-0.010000563,-0.048186192
-2.100000000,-0.010492464,-0.050204843
-2.090000000,-0.011004881,-0.052289747
-2.080000000,-0.011538484,-0.054442187
-2.070000000,-0.012093954,-0.056663429
-2.060000000,-0.012671986,-0.058954714
-2.050000000,-0.013273286,-0.061317261
-2.040000000,-0.013898573,-0.063752260
-2.030000000,-0.014548576,-0.066260872
-2.020000000,-0.015224039,-0.068844222
-2.010000000,-0.015925714,-0.071503399
-2.000000000,-0.016654363,-0.074239450
-1.990000000,-0.017410762,-0.077053379
-1.980000000,-0.018195694,-0.079946144
-1.970000000,-0.019009951,-0.082918648
-1.960000000,-0.019854335,-0.085971742
-1.950000000,-0.020729657,-0.089106217
-1.940000000,-0.021636733,-0.092322802
-1.930000000,-0.022576389,-0.095622160
-1.920000000,-0.023549454,-0.099004882
-1.910000000,-0.024556766,-0.102471485
-1.900000000,-0.025599165,-0.106022409
-1.890000000,-0.026677496,-0.109658007
-1.880000000,-0.027792608,-0.113378549
-1.870000000,-0.028945351,-0.117184212
-1.860000000,-0.030136577,-0.121075077
-1.850000000,-0.031367137,-0.125051125
-1.840000000,-0.032637883,-0.129112234
-1.830000000,-0.033949664,-0.133258172
-1.820000000,-0.035303328,-0.137488593
-1.810000000,-0.036699716,-0.141803037
-1.800000000,-0.038139666,-0.146200920
-1.790000000,-0.039624010,-0.150681530
-1.780000000,-0.041153570,-0.155244028
-1.770000000,-0.042729160,-0.159887440
-1.760000000,-0.044351585,-0.164610650
-1.750000000,-0.046021635,-0.169412403
-1.740000000,-0.047740090,-0.174291295
-1.730000000,-0.049507713,-0.179245770
-1.720000000,-0.051325252,-0.184274120
-1.710000000,-0.053193435,-0.189374474
-1.700000000,-0.055112974,-0.194544803
-1.690000000,-0.057084557,-0.199782909
-1.680000000,-0.059108851,-0.205086425
-1.670000000,-0.061186495,-0.210452812
-1.660000000,-0.063318107,-0.215879354
-1.650000000,-0.065504273,-0.221363158
-1.640000000,-0.067745551,-0.226901148
-1.630000000,-0.070042466,-0.232490063
-1.620000000,-0.072395511,-0.238126458
-1.610000000,-0.074805141,-0.243806696
-1.600000000,-0.077271778,-0.249526951
-1.590000000,-0.079795800,-0.255283207
-1.580000000,-0.082377548,-0.261071250
-1.570000000,-0.085017317,-0.266886673
-1.560000000,-0.087715357,-0.272724875
-1.550000000,-0.090471874,-0.278581056
-1.540000000,-0.093287022,-0.284450221
-1.530000000,-0.096160905,-0.290327179
-1.520000000,-0.099093573,-0.296206540
-1.510000000,-0.102085025,-0.302082722
-1.500000000,-0.105135198,-0.307949948
-1.490000000,-0.108243974,-0.313802246
-1.480000000,-0.111411173,-0.319633456
-1.470000000,-0.114636552,-0.325437226
-1.460000000,-0.117919804,-0.331207021
-1.450000000,-0.121260557,-0.336936119
-1.440000000,-0.124658368,-0.342617622
-1.430000000,-0.128112727,-0.348244452
-1.420000000,-0.131623050,-0.353809362
-1.410000000,-0.135188683,-0.359304935
-1.400000000,-0.138808893,-0.364723595
-1.390000000,-0.142482873,-0.370057606
-1.380000000,-0.146209737,-0.375299083
-1.370000000,-0.149988519,-0.380439995
-1.360000000,-0.153818174,-0.385472174
-1.350000000,-0.157697573,-0.390387322
-1.340000000,-0.161625502,-0.395177017
-1.330000000,-0.165600666,-0.399832724
-1.320000000,-0.169621682,-0.404345800
-1.310000000,-0.173687078,-0.408707506
-1.300000000,-0.177795298,-0.412909015
-1.290000000,-0.181944695,-0.416941421
-1.280000000,-0.186133533,-0.420795753
-1.270000000,-0.190359986,-0.424462982
-1.260000000,-0.194622138,-0.427934032
-1.250000000,-0.198917982,-0.431199795
-1.240000000,-0.203245420,-0.434251139
-1.230000000,-0.207602260,-0.437078923
-1.220000000,-0.211986223,-0.439674008
-1.210000000,-0.216394934,-0.442027272
-1.200000000,-0.220825932,-0.444129621
-1.190000000,-0.225276660,-0.445972004
-1.180000000,-0.229744475,-0.447545427
-1.170000000,-0.234226643,-0.448840966
-1.160000000,-0.238720339,-0.449849785
-1.150000000,-0.243222653,-0.450563145
-1.140000000,-0.247730588,-0.450972425
-1.130000000,-0.252241060,-0.451069134
-1.120000000,-0.256750901,-0.450844927
-1.110000000,-0.261256862,-0.450291620
-1.100000000,-0.265755610,-0.449401207
-1.090000000,-0.270243736,-0.448165876
-1.080000000,-0.274717753,-0.446578023
-1.070000000,-0.279174097,-0.444630269
-1.060000000,-0.283609135,-0.442315477
-1.050000000,-0.288019160,-0.439626767
-1.040000000,-0.292400402,-0.436557531
-1.030000000,-0.296749022,-0.433101452
-1.020000000,-0.301061121,-0.429252515
-1.010000000,-0.305332744,-0.425005028
-1.000000000,-0.309559876,-0.420353634
-0.990000000,-0.313738453,-0.415293328
-0.980000000,-0.317864364,-0.409819471
-0.970000000,-0.321933450,-0.403927804
-0.960000000,-0.325941514,-0.397614467
-0.950000000,-0.329884322,-0.390876008
-0.940000000,-0.333757608,-0.383709400
-0.930000000,-0.337557075,-0.376112052
-0.920000000,-0.341278406,-0.368081827
-0.910000000,-0.344917263,-0.359617047
-0.900000000,-0.348469294,-0.350716514
-0.890000000,-0.351930138,-0.341379513
-0.880000000,-0.355295429,-0.331605831
-0.870000000,-0.358560800,-0.321395760
-0.860000000,-0.361721892,-0.310750113
-0.850000000,-0.364774355,-0.299670229
-0.840000000,-0.367713856,-0.288157985
-0.830000000,-0.370536082,-0.276215802
-0.820000000,-0.373236749,-0.263846649
-0.810000000,-0.375811604,-0.251054056
-0.800000000,-0.378256432,-0.237842115
-0.790000000,-0.380567064,-0.224215485
-0.780000000,-0.382739377,-0.210179397
-0.770000000,-0.384769306,-0.195739658
-0.760000000,-0.386652846,-0.180902648
-0.750000000,-0.388386058,-0.165675330
-0.740000000,-0.389965077,-0.150065242
-0.730000000,-0.391386114,-0.134080500
-0.720000000,-0.392645467,-0.117729798
-0.710000000,-0.393739521,-0.101022401
-0.700000000,-0.394664759,-0.083968145
-0.690000000,-0.395417763,-0.066577434
-0.680000000,-0.395995223,-0.048861230
-0.670000000,-0.396393941,-0.030831048
-0.660000000,-0.396610837,-0.012498950
-0.650000000,-0.396642955,0.006122463
-0.640000000,-0.396487467,0.025020064
-0.630000000,-0.396141679,0.044180205
-0.620000000,-0.395603035,0.063588736
-0.610000000,-0.394869125,0.083231009
-0.600000000,-0.393937686,0.103091899
-0.590000000,-0.392806610,0.123155813
-0.580000000,-0.391473947,0.143406707
-0.570000000,-0.389937908,0.163828104
-0.560000000,-0.388196873,0.184403109
-0.550000000,-0.386249391,0.205114429
-0.540000000,-0.384094189,0.225944389
-0.530000000,-0.381730168,0.246874957
-0.520000000,-0.379156415,0.267887758
-0.510000000,-0.376372201,0.288964102
-0.500000000,-0.373376985,0.310085002
-0.490000000,-0.370170417,0.331231198
-0.480000000,-0.366752342,0.352383181
-0.470000000,-0.363122800,0.373521218
-0.460000000,-0.359282030,0.394625377
-0.450000000,-0.355230472,0.415675551
-0.440000000,-0.350968767,0.436651485
-0.430000000,-0.346497758,0.457532803
-0.420000000,-0.341818494,0.478299037
-0.410000000,-0.336932229,0.498929649
-0.400000000,-0.331840422,0.519404065
-0.390000000,-0.326544737,0.539701700
-0.380000000,-0.321047045,0.559801988
-0.370000000,-0.315349423,0.579684409
-0.360000000,-0.309454152,0.599328520
-0.350000000,-0.303363715,0.618713981
-0.340000000,-0.297080801,0.637820588
-0.330000000,-0.290608300,0.656628301
-0.320000000,-0.283949298,0.675117271
-0.310000000,-0.277107082,0.693267871
-0.300000000,-0.270085133,0.711060724
-0.290000000,-0.262887123,0.728476732
-0.280000000,-0.255516917,0.745497106
-0.270000000,-0.247978562,0.762103391
-0.260000000,-0.240276289,0.778277497
-0.250000000,-0.232414511,0.794001722
-0.240000000,-0.224397812,0.809258786
-0.230000000,-0.216230949,0.824031848
-0.220000000,-0.207918843,0.838304542
-0.210000000,-0.199466578,0.852060994
-0.200000000,-0.190879395,0.865285851
-0.190000000,-0.182162683,0.877964301
-0.180000000,-0.173321978,0.890082103
-0.170000000,-0.164362955,0.901625601
-0.160000000,-0.155291423,0.912581751
-0.150000000,-0.146113319,0.922938139
-0.140000000,-0.136834699,0.932683001
-0.130000000,-0.127461734,0.941805242
-0.120000000,-0.118000704,0.950294454
-0.110000000,-0.108457987,0.958140931
-0.100000000,-0.098840058,0.965335686
-0.090000000,-0.089153473,0.971870464
-0.080000000,-0.079404873,0.977737755
-0.070000000,-0.069600966,0.982930810
-0.060000000,-0.059748524,0.987443644
-0.050000000,-0.049854377,0.991271054
-0.040000000,-0.039925402,0.994408621
-0.030000000,-0.029968516,0.996852721
-0.020000000,-0.019990669,0.998600528
-0.010000000,-0.009998833,0.999650022
-0.000000000,-0.000000000,0.999999988
0.010000000,0.009998833,0.999650022
0.020000000,0.019990669,0.998600528
0.030000000,0.029968516,0.996852721
0.040000000,0.039925402,0.994408621
0.050000000,0.049854377,0.991271054
0.060000000,0.059748524,0.987443644
0.070000000,0.069600966,0.982930810
0.080000000,0.079404873,0.977737755
0.090000000,0.089153473,0.971870464
0.100000000,0.098840058,0.965335686
0.110000000,0.108457987,0.958140931
0.120000000,0.118000704,0.950294454
0.130000000,0.127461734,0.941805242
0.140000000,0.136834699,0.932683001
0.150000000,0.146113319,0.922938139
0.160000000,0.155291423,0.912581751
0.170000000,0.164362955,0.901625601
0.180000000,0.173321978,0.890082103
0.190000000,0.182162683,0.877964301
0.200000000,0.190879395,0.865285851
0.210000000,0.199466578,0.852060994
0.220000000,0.207918843,0.838304542
0.230000000,0.216230949,0.824031848
0.240000000,0.224397812,0.809258786
0.250000000,0.232414511,0.794001722
0.260000000,0.240276289,0.778277497
0.270000000,0.247978562,0.762103391
0.280000000,0.255516917,0.745497106
0.290000000,0.262887123,0.728476732
0.300000000,0.270085133,0.711060724
0.310000000,0.277107082,0.693267871
0.320000000,0.283949298,0.675117271
0.330000000,0.290608300,0.656628301
0.340000000,0.297080801,0.637820588
0.350000000,0.303363715,0.618713981
0.360000000,0.309454152,0.599328520
0.370000000,0.315349423,0.579684409
0.380000000,0.321047045,0.559801988
0.390000000,0.326544737,0.539701700
0.400000000,0.331840422,0.519404065
0.410000000,0.336932229,0.498929649
0.420000000,0.341818494,0.478299037
0.430000000,0.346497758,0.457532803
0.440000000,0.350968767,0.436651485
0.450000000,0.355230472,0.415675551
0.460000000,0.359282030,0.394625377
0.470000000,0.363122800,0.373521218
0.480000000,0.366752342,0.352383181
0.490000000,0.370170417,0.331231198
0.500000000,0.373376985,0.310085002
0.510000000,0.376372201,0.288964102
0.520000000,0.379156415,0.267887758
0.530000000,0.381730168,0.246874957
0.540000000,0.384094189,0.225944389
0.550000000,0.386249391,0.205114429
0.560000000,0.388196873,0.184403109
0.570000000,0.389937908,0.163828104
0.580000000,0.391473947,0.143406707
0.590000000,0.392806610,0.123155813
0.600000000,0.393937686,0.103091899
0.610000000,0.394869125,0.083231009
0.620000000,0.395603035,0.063588736
0.630000000,0.396141679,0.044180205
0.640000000,0.396487467,0.025020064
0.650000000,0.396642955,0.006122463
0.660000000,0.396610837,-0.012498950
0.670000000,0.396393941,-0.030831048
0.680000000,0.395995223,-0.048861230
0.690000000,0.395417763,-0.066577434
0.700000000,0.394664759,-0.083968145
0.710000000,0.393739521,-0.101022401
0.720000000,0.392645467,-0.117729798
0.730000000,0.391386114,-0.134080500
0.740000000,0.389965077,-0.150065242
0.750000000,0.388386058,-0.165675330
0.760000000,0.386652846,-0.180902648
0.770000000,0.384769306,-0.195739658
0.780000000,0.382739377,-0.210179397
0.790000000,0.380567064,-0.224215485
0.800000000,0.378256432,-0.237842115
0.810000000,0.375811604,-0.251054056
0.820000000,0.373236749,-0.263846649
0.830000000,0.370536082,-0.276215802
0.840000000,0.367713856,-0.288157985
0.850000000,0.364774355,-0.299670229
0.860000000,0.361721892,-0.310750113
0.870000000,0.358560800,-0.321395760
0.880000000,0.355295429,-0.331605831
0.890000000,0.351930138,-0.341379513
0.900000000,0.348469294,-0.350716514
0.910000000,0.344917263,-0.359617047
0.920000000,0.341278406,-0.368081827
0.930000000,0.337557075,-0.376112052
0.940000000,0.333757608,-0.383709400
0.950000000,0.329884322,-0.390876008
0.960000000,0.325941514,-0.397614467
0.970000000,0.321933450,-0.403927804
0.980000000,0.317864364,-0.409819471
0.990000000,0.313738453,-0.415293328
1.000000000,0.309559876,-0.420353634
1.010000000,0.305332744,-0.425005028
1.020000000,0.301061121,-0.429252515
1.030000000,0.296749022,-0.433101452
1.040000000,0.292400402,-0.436557531
1.050000000,0.288019160,-0.439626767
1.060000000,0.283609135,-0.442315477
1.070000000,0.279174097,-0.444630269
1.080000000,0.274717753,-0.446578023
1.090000000,0.270243736,-0.448165876
1.100000000,0.265755610,-0.449401207
1.110000000,0.261256862,-0.450291620
1.120000000,0.256750901,-0.450844927
1.130000000,0.252241060,-0.451069134
1.140000000,0.247730588,-0.450972425
1.150000000,0.243222653,-0.450563145
1.160000000,0.238720339,-0.449849785
1.170000000,0.234226643,-0.448840966
1.180000000,0.229744475,-0.447545427
1.190000000,0.225276660,-0.445972004
1.200000000,0.220825932,-0.444129621
1.210000000,0.216394934,-0.442027272
1.220000000,0.211986223,-0.439674008
1.230000000,0.207602260,-0.437078923
1.240000000,0.203245420,-0.434251139
1.250000000,0.198917982,-0.431199795
1.260000000,0.194622138,-0.427934032
1.270000000,0.190359986,-0.424462982
1.280000000,0.186133533,-0.420795753
1.290000000,0.181944695,-0.416941421
1.300000000,0.177795298,-0.412909015
1.310000000,0.173687078,-0.408707506
1.320000000,0.169621682,-0.404345800
1.330000000,0.165600666,-0.399832724
1.340000000,0.161625502,-0.395177017
1.350000000,0.157697573,-0.390387322
1.360000000,0.153818174,-0.385472174
1.370000000,0.149988519,-0.380439995
1.380000000,0.146209737,-0.375299083
1.390000000,0.142482873,-0.370057606
1.400000000,0.138808893,-0.364723595
1.410000000,0.135188683,-0.359304935
1.420000000,0.131623050,-0.353809362
1.430000000,0.128112727,-0.348244452
1.440000000,0.124658368,-0.342617622
1.450000000,0.121260557,-0.336936119
1.460000000,0.117919804,-0.331207021
1.470000000,0.114636552,-0.325437226
1.480000000,0.111411173,-0.319633456
1.490000000,0.108243974,-0.313802246
1.500000000,0.105135198,-0.307949948
1.510000000,0.102085025,-0.302082722
1.520000000,0.099093573,-0.296206540
1.530000000,0.096160905,-0.290327179
1.540000000,0.093287022,-0.284450221
1.550000000,0.090471874,-0.278581056
1.560000000,0.087715357,-0.272724875
1.570000000,0.085017317,-0.266886673
1.580000000,0.082377548,-0.261071250
1.590000000,0.079795800,-0.255283207
1.600000000,0.077271778,-0.249526951
1.610000000,0.074805141,-0.243806696
1.620000000,0.072395511,-0.238126458
1.630000000,0.070042466,-0.232490063
1.640000000,0.067745551,-0.226901148
1.650000000,0.065504273,-0.221363158
1.660000000,0.063318107,-0.215879354
1.670000000,0.061186495,-0.210452812
1.680000000,0.059108851,-0.205086425
1.690000000,0.057084557,-0.199782909
1.700000000,0.055112974,-0.194544803
1.710000000,0.053193435,-0.189374474
1.720000000,0.051325252,-0.184274120
1.730000000,0.049507713,-0.179245770
1.740000000,0.047740090,-0.174291295
1.750000000,0.046021635,-0.169412403
1.760000000,0.044351585,-0.164610650
1.770000000,0.042729160,-0.159887440
1.780000000,0.041153570,-0.155244028
1.790000000,0.039624010,-0.150681530
1.800000000,0.038139666,-0.146200920
1.810000000,0.036699716,-0.141803037
1.820000000,0.035303328,-0.137488593
1.830000000,0.033949664,-0.133258172
1.840000000,0.032637883,-0.129112234
1.850000000,0.031367137,-0.125051125
1.860000000,0.030136577,-0.121075077
1.870000000,0.028945351,-0.117184212
1.880000000,0.027792608,-0.113378549
1.890000000,0.026677496,-0.109658007
1.900000000,0.025599165,-0.106022409
1.910000000,0.024556766,-0.102471485
1.920000000,0.023549454,-0.099004882
1.930000000,0.022576389,-0.095622160
1.940000000,0.021636733,-0.092322802
1.950000000,0.020729657,-0.089106217
1.960000000,0.019854335,-0.085971742
1.970000000,0.019009951,-0.082918648
1.980000000,0.018195694,-0.079946144
1.990000000,0.017410762,-0.077053379
2.000000000,0.016654363,-0.074239450
2.010000000,0.015925714,-0.071503399
2.020000000,0.015224039,-0.068844222
2.030000000,0.014548576,-0.066260872
2.040000000,0.013898573,-0.063752260
2.050000000,0.013273286,-0.061317261
2.060000000,0.012671986,-0.058954714
2.070000000,0.012093954,-0.056663429
2.080000000,0.011538484,-0.054442187
2.090000000,0.011004881,-0.052289747
2.100000000,0.010492464,-0.050204843
2.110000000,0.010000563,-0.048186192
2.120000000,0.009528523,-0.046232493
2.130000000,0.009075701,-0.044342432
2.140000000,0.008641467,-0.042514685
2.150000000,0.008225204,-0.040747918
2.160000000,0.007826310,-0.039040789
2.170000000,0.007444194,-0.037391954
2.180000000,0.007078281,-0.035800065
2.190000000,0.006728008,-0.034263776
2.200000000,0.006392825,-0.032781740
2.210000000,0.006072197,-0.031352614
2.220000000,0.005765601,-0.029975062
2.230000000,0.005472528,-0.028647752
2.240000000,0.005192482,-0.027369362
2.250000000,0.004924982,-0.026138580
2.260000000,0.004669557,-0.024954103
2.270000000,0.004425750,-0.023814642
2.280000000,0.004193118,-0.022718922
2.290000000,0.003971230,-0.021665680
2.300000000,0.003759667,-0.020653672
2.310000000,0.003558023,-0.019681669
2.320000000,0.003365904,-0.018748458
2.330000000,0.003182929,-0.017852846
2.340000000,0.003008726,-0.016993659
2.350000000,0.002842938,-0.016169741
2.360000000,0.002685217,-0.015379959
2.370000000,0.002535229,-0.014623197
2.380000000,0.002392647,-0.013898364
2.390000000,0.002257158,-0.013204387
2.400000000,0.002128460,-0.012540218
2.410000000,0.002006258,-0.011904829
2.420000000,0.001890271,-0.011297215
2.430000000,0.001780225,-0.010716395
2.440000000,0.001675857,-0.010161409
2.450000000,0.001576913,-0.009631322
2.460000000,0.001483150,-0.009125218
2.470000000,0.001394332,-0.008642209
2.480000000,0.001310232,-0.008181427
2.490000000,0.001230632,-0.007742027
2.500000000,0.001155323,-0.007323186
2.510000000,0.001084103,-0.006924108
2.520000000,0.001016778,-0.006544013
2.530000000,0.000953162,-0.006182149
2.540000000,0.000893076,-0.005837783
2.550000000,0.000836350,-0.005510205
2.560000000,0.000782819,-0.005198726
2.570000000,0.000732324,-0.004902678
2.580000000,0.000684716,-0.004621417
2.590000000,0.000639849,-0.004354315
2.600000000,0.000597584,-0.004100769
2.610000000,0.000557790,-0.003860192
2.620000000,0.000520339,-0.003632020
2.630000000,0.000485110,-0.003415707
2.640000000,0.000451987,-0.003210726
2.650000000,0.000420859,-0.003016568
2.660000000,0.000391621,-0.002832744
2.670000000,0.000364172,-0.002658780
2.680000000,0.000338414,-0.002494221
2.690000000,0.000314257,-0.002338631
2.700000000,0.000291613,-0.002191586
2.710000000,0.000270399,-0.002052681
2.720000000,0.000250534,-0.001921528
2.730000000,0.000231943,-0.001797751
2.740000000,0.000214555,-0.001680990
2.750000000,0.000198301,-0.001570902
2.760000000,0.000183116,-0.001467154
2.770000000,0.000168938,-0.001369430
2.780000000,0.000155709,-0.001277425
2.790000000,0.000143372,-0.001190849
2.800000000,0.000131874,-0.001109421
2.810000000,0.000121167,-0.001032875
2.820000000,0.000111202,-0.000960957
2.830000000,0.000101933,-0.000893422
2.840000000,0.000093319,-0.000830036
2.850000000,0.000085319,-0.000770578
2.860000000,0.000077895,-0.000714835
2.870000000,0.000071011,-0.000662604
2.880000000,0.000064632,-0.000613692
2.890000000,0.000058727,-0.000567914
2.900000000,0.000053264,-0.000525096
2.910000000,0.000048215,-0.000485070
2.920000000,0.000043554,-0.000447676
2.930000000,0.000039254,-0.000412765
2.940000000,0.000035291,-0.000380192
2.950000000,0.000031643,-0.000349820
2.960000000,0.000028287,-0.000321520
2.970000000,0.000025206,-0.000295169
2.980000000,0.000022378,-0.000270649
2.990000000,0.000019787,-0.000247851
3.000000000,0.000017416,-0.000226668
3.010000000,0.000015248,-0.000207002
3.020000000,0.000013271,-0.000188759
3.030000000,0.000011469,-0.000171848
3.040000000,0.000009830,-0.000156187
3.050000000,0.000008341,-0.000141695
3.060000000,0.000006992,-0.000128297
3.070000000,0.000005772,-0.000115922
3.080000000,0.000004670,-0.000104503
3.090000000,0.000003679,-0.000093977
3.100000000,0.000002788,-0.000084284
3.110000000,0.000001991,-0.000075367
3.120000000,0.000001278,-0.000067175
3.130000000,0.000000645,-0.000059657
3.140000000,0.000000083,-0.000052766
3.150000000,-0.000000412,-0.000046458
3.160000000,-0.000000848,-0.000040693
3.170000000,-0.000001228,-0.000035430
3.180000000,-0.000001558,-0.000030635
3.190000000,-0.000001842,-0.000026272
3.200000000,-0.000002085,-0.000022310
3.210000000,-0.000002290,-0.000018718
3.220000000,-0.000002460,-0.000015469
3.230000000,-0.000002600,-0.000012537
3.240000000,-0.000002712,-0.000009896
3.250000000,-0.000002799,-0.000007524
3.260000000,-0.000002863,-0.000005400
3.270000000,-0.000002908,-0.000003503
3.280000000,-0.000002934,-0.000001816
3.290000000,-0.000002945,-0.000000320
3.300000000,-0.000002941,0.000001000
3.310000000,-0.000002925,0.000002159
3.320000000,-0.000002898,0.000003172
3.330000000,-0.000002862,0.000004051
3.340000000,-0.000002818,0.000004807
3.350000000,-0.000002766,0.000005453
3.360000000,-0.000002709,0.000005999
3.370000000,-0.000002647,0.000006453
3.380000000,-0.000002580,0.000006825
3.390000000,-0.000002510,0.000007123
3.400000000,-0.000002438,0.000007354
3.410000000,-0.000002363,0.000007526
3.420000000,-0.000002288,0.000007644
3.430000000,-0.000002211,0.000007714
3.440000000,-0.000002133,0.000007742
3.450000000,-0.000002056,0.000007733
3.460000000,-0.000001979,0.000007690
3.470000000,-0.000001902,0.000007619
3.480000000,-0.000001827,0.000007523
3.490000000,-0.000001752,0.000007405
3.500000000,-0.000001679,0.000007269
3.510000000,-0.000001607,0.000007117
3.520000000,-0.000001536,0.000006951
3.530000000,-0.000001468,0.000006775
3.540000000,-0.000001401,0.000006590
3.550000000,-0.000001336,0.000006398
3.560000000,-0.000001273,0.000006200
3.570000000,-0.000001212,0.000005999
3.580000000,-0.000001153,0.000005796
3.590000000,-0.000001096,0.000005591
3.600000000,-0.000001041,0.000005386
3.610000000,-0.000000988,0.000005182
3.620000000,-0.000000937,0.000004979
3.630000000,-0.000000889,0.000004779
3.640000000,-0.000000842,0.000004582
3.650000000,-0.000000797,0.000004388
3.660000000,-0.000000754,0.000004198
3.670000000,-0.000000713,0.000004012
3.680000000,-0.000000674,0.000003831
3.690000000,-0.000000636,0.000003655
3.700000000,-0.000000601,0.000003484
3.710000000,-0.000000567,0.000003318
3.720000000,-0.000000534,0.000003157
3.730000000,-0.000000504,0.000003002
3.740000000,-0.000000474,0.000002852
3.750000000,-0.000000446,0.000002708
3.760000000,-0.000000420,0.000002569
3.770000000,-0.000000395,0.000002435
3.780000000,-0.000000371,0.000002307
3.790000000,-0.000000349,0.000002184
3.800000000,-0.000000328,0.000002067
3.810000000,-0.000000308,0.000001954
3.820000000,-0.000000289,0.000001847
3.830000000,-0.000000271,0.000001744
3.840000000,-0.000000254,0.000001646
3.850000000,-0.000000238,0.000001553
3.860000000,-0.000000223,0.000001464
3.870000000,-0.000000208,0.000001379
3.880000000,-0.000000195,0.000001299
3.890000000,-0.000000182,0.000001223
3.900000000,-0.000000171,0.000001150
3.910000000,-0.000000159,0.000001081
3.920000000,-0.000000149,0.000001016
3.930000000,-0.000000139,0.000000955
3.940000000,-0.000000130,0.000000896
3.950000000,-0.000000121,0.000000841
3.960000000,-0.000000113,0.000000789
3.970000000,-0.000000105,0.000000740
3.980000000,-0.000000098,0.000000693
3.990000000,-0.000000091,0.000000649
4.000000000,-0.000000085,0.000000608
4.010000000,-0.000000079,0.000000569
4.020000000,-0.000000074,0.000000532
4.030000000,-0.000000069,0.000000497
4.040000000,-0.000000064,0.000000465
4.050000000,-0.000000059,0.000000434
4.060000000,-0.000000055,0.000000406
4.070000000,-0.000000051,0.000000379
4.080000000,-0.000000048,0.000000353
4.090000000,-0.000000044,0.000000329
